name,atk,level,EP,NA
Meotoko,700.0,2.0,0,13.0
Meowseclick,1400.0,4.0,30,47.0
Merciful Machine Angel,0.0,1.0,40,52.0
Mereologic Aggregator,2600.0,9.0,20,47.33333333333333
Merlin,1400.0,3.0,50,68.0
Mermaid Archer,1200.0,3.0,30,46.0
Mermaid Knight,1500.0,4.0,0,18.0
Mermaid Shark,100.0,1.0,40,53.0
Mermail Abyssalacia,1600.0,1.0,70,98.0
Mermail Abyssbalaen,2500.0,7.0,40,66.71428571428572
Mermail Abyssdine,1000.0,3.0,40,54.0
Mermail Abyssgaios,2800.0,7.0,0,29.714285714285715
Mermail Abyssgunde,1400.0,3.0,10,28.0
Mermail Abysshilde,1300.0,3.0,20,37.0
Mermail Abyssleed,2700.0,7.0,10,38.714285714285715
Mermail Abysslinde,1500.0,3.0,50,69.0
Mermail Abysslung,1200.0,4.0,20,35.0
Mermail Abyssmander,100.0,4.0,10,14.0
Mermail Abyssmegalo,2400.0,7.0,30,55.714285714285715
Mermail Abyssnerei,1200.0,3.0,40,56.0
Mermail Abyssnose,1500.0,4.0,40,58.0
Mermail Abyssocea,1100.0,3.0,40,55.0
Mermail Abysspike,1600.0,4.0,30,49.0
Mermail Abyssteus,1700.0,7.0,30,48.714285714285715
Mermail Abysstrite,1600.0,3.0,30,50.0
Mermail Abyssturge,1700.0,4.0,10,30.0
Merry Melffys,1500.0,4.0,20,38.0
Mesmeric Control,0.0,1.0,0,12.0
Message in a Bottle,0.0,1.0,10,22.0
Messenger of Peace,0.0,1.0,10,22.0
Metabo Globster,800.0,3.0,20,32.0
Metabo Token,0.0,1.0,20,32.0
Metabo-Shark,1800.0,4.0,20,41.0
"Metaion, the Timelord",0.0,10.0,50,51.2
Metal Armored Bug,2800.0,8.0,10,39.5
Metal Detector,0.0,1.0,0,12.0
Metal Dragon,1850.0,6.0,0,20.5
Metal Fiend Token,0.0,1.0,30,42.0
Metal Fish,1600.0,5.0,0,18.4
Metal Guardian,1150.0,5.0,0,13.9
Metal Reflect Slime,0.0,1.0,20,32.0
Metal Shooter,800.0,5.0,50,60.4
Metalfoes Adamante,2500.0,5.0,0,27.4
Metalfoes Combination,0.0,1.0,40,52.0
Metalfoes Counter,0.0,1.0,60,72.0
Metalfoes Crimsonite,3000.0,9.0,0,31.333333333333332
Metalfoes Fusion,0.0,1.0,40,52.0
Metalfoes Goldriver,1900.0,4.0,30,52.0
Metalfoes Mithrilium,2600.0,6.0,20,48.0
Metalfoes Orichalc,2800.0,8.0,30,59.5
Metalfoes Silverd,1700.0,3.0,30,51.0
Metalfoes Steelen,0.0,2.0,30,36.0
Metalfoes Vanisher,2900.0,9.0,40,70.33333333333333
Metalfoes Volflame,2400.0,7.0,30,55.714285714285715
Metalhold the Moving Blockade,0.0,1.0,40,52.0
Metallizing Parasite - Lunatite,1000.0,7.0,30,41.714285714285715
Metallizing Parasite - Soltite,1000.0,7.0,30,41.714285714285715
Metalmorph,0.0,1.0,20,32.0
Metalrokket Dragon,1700.0,4.0,50,70.0
Metalsilver Armor,0.0,1.0,0,12.0
"Metaltron XII, the True Dracombatant",3000.0,9.0,30,61.33333333333333
Metalzoa,3000.0,8.0,40,71.5
Metamorformation,0.0,1.0,20,32.0
Metamorphortress,0.0,1.0,40,52.0
Metamorphosed Insect Queen,2800.0,7.0,50,79.71428571428572
Metamorphosis,0.0,1.0,20,32.0
Metaphys Armed Dragon,2800.0,7.0,0,29.714285714285715
Metaphys Ascension,0.0,1.0,40,52.0
Metaphys Daedalus,2600.0,7.0,50,77.71428571428572
Metaphys Decoy Dragon,300.0,2.0,30,39.0
Metaphys Dimension,0.0,1.0,30,42.0
Metaphys Executor,3000.0,10.0,40,71.2
Metaphys Factor,0.0,1.0,30,42.0
Metaphys Horus,2300.0,6.0,20,45.0
Metaphys Nephthys,2400.0,8.0,50,75.5
Metaphys Ragnarok,1500.0,4.0,90,108.0
Metaphys Tyrant Dragon,2900.0,8.0,30,60.5
Metaverse,0.0,1.0,20,32.0
Meteo the Matchless,2400.0,8.0,20,45.5
Meteonis Drytron,0.0,1.0,10,22.0
Meteor Black Comet Dragon,3500.0,8.0,40,76.5
Meteor Black Dragon,3500.0,8.0,0,36.5
Meteor Dragon,1800.0,6.0,0,20.0
Meteor Dragon Red-Eyes Impact,1800.0,6.0,30,50.0
Meteor Flare,0.0,1.0,40,52.0
Meteor of Destruction,0.0,1.0,20,32.0
Meteor Rush - Monochroid,0.0,10.0,40,41.2
Meteorain,0.0,1.0,20,32.0
Metrognome,1800.0,4.0,50,71.0
Mezuki,1700.0,4.0,30,50.0
"Michael, the Arch-Lightsworn",2600.0,7.0,40,67.71428571428572
"Michion, the Timelord",0.0,10.0,30,31.2
Michizure,0.0,1.0,10,22.0
Micro Coder,300.0,1.0,40,55.0
Micro Ray,0.0,1.0,0,12.0
Mid Shield Gardna,100.0,4.0,0,4.0
Middle Age Mechs (Skill Card),0.0,1.0,40,52.0
Midnight Fiend,800.0,2.0,0,14.0
Mighty Dino King Rex,3200.0,9.0,30,63.333333333333336
Mighty Guard,500.0,4.0,0,8.0
Mighty Warrior,2200.0,6.0,30,54.0
Mikanko Dance - Mayowashidori,0.0,1.0,40,52.0
Mikanko Fire Dance,0.0,1.0,30,42.0
Mikanko Kagura,0.0,1.0,50,62.0
Mikanko Promise,0.0,1.0,30,42.0
Mikanko Purification Dance,0.0,1.0,30,42.0
Mikanko Reflection Rondo,0.0,1.0,0,12.0
Mikanko Rivalry,0.0,1.0,30,42.0
Mikanko Spiritwalk,0.0,1.0,50,62.0
Mikanko Water Arabesque,0.0,1.0,30,42.0
Mikazukinoyaiba,2200.0,7.0,0,23.714285714285715
Mild Turkey,1000.0,4.0,0,13.0
Milla the Temporal Magician,1800.0,4.0,20,41.0
Millennium Eye (Skill Card),0.0,1.0,20,32.0
Millennium Golem,2000.0,6.0,0,22.0
Millennium Necklace (Skill Card),0.0,1.0,20,32.0
Millennium Revelation,0.0,1.0,40,52.0
Millennium Scorpion,2000.0,5.0,30,52.4
Millennium Seeker,1000.0,4.0,20,33.0
Millennium Shield,0.0,5.0,0,2.4
Millennium-Eyes Illusionist,0.0,2.0,10,16.0
Millennium-Eyes Restrict,0.0,1.0,20,32.0
Million-Century Ice Prison,0.0,1.0,10,22.0
Milus Radiant,300.0,1.0,0,15.0
Mimesis Elephant,0.0,1.0,20,32.0
Mimicat,0.0,1.0,20,32.0
Mimicking Man-Eater Bug,450.0,4.0,30,37.5
Mimiclay,0.0,1.0,50,62.0
Mimikuril,0.0,3.0,20,24.0
Mimimic,300.0,3.0,20,27.0
Mimir of the Nordic Ascendant,600.0,2.0,20,32.0
Minairuka,1500.0,4.0,30,48.0
Minar,850.0,3.0,10,22.5
Mind Control,0.0,1.0,0,12.0
Mind Crush,0.0,1.0,-10,2.0
Mind Drain,0.0,1.0,0,12.0
Mind Haxorz,0.0,1.0,0,12.0
Mind Master,100.0,1.0,40,53.0
Mind on Air,1000.0,6.0,0,12.0
Mind Over Matter,0.0,1.0,30,42.0
Mind Pollutant,0.0,1.0,-10,2.0
Mind Protector,0.0,3.0,10,14.0
Mind Scan (Skill Card),0.0,1.0,0,12.0
Mind Trust,0.0,1.0,0,12.0
Mind Wipe,0.0,1.0,20,32.0
Mine Golem,1000.0,3.0,30,44.0
Mine Mole,1000.0,3.0,30,44.0
Minefield Eruption,0.0,1.0,30,42.0
Minefieldriller,1500.0,4.0,0,18.0
"Minerva, Lightsworn Maiden",800.0,3.0,40,52.0
"Minerva, Scholar of the Sky",1700.0,4.0,20,40.0
"Minerva, the Exalted Lightsworn",2000.0,4.0,30,53.0
Mini Mare Mare Token,300.0,1.0,0,15.0
Mini-Guts,0.0,1.0,30,42.0
Miniaturize,0.0,1.0,0,12.0
Miniborrel Dragon,800.0,1.0,20,40.0
Minoan Centaur,1800.0,6.0,40,60.0
Minomushi Warrior,1300.0,4.0,0,16.0
Minor Goblin Official,0.0,1.0,20,32.0
Mira the Star-Bearer,1100.0,1.0,10,33.0
Miracle Contact,0.0,1.0,20,32.0
Miracle Dig,0.0,1.0,0,12.0
Miracle Fertilizer,0.0,1.0,30,42.0
Miracle Flipper,300.0,2.0,30,39.0
Miracle Fusion,0.0,1.0,30,42.0
Miracle Jurassic Egg,0.0,4.0,50,53.0
Miracle Kids,0.0,1.0,-10,2.0
Miracle Locus,0.0,1.0,40,52.0
Miracle of the Supreme King,0.0,1.0,50,62.0
Miracle Restoring,0.0,1.0,20,32.0
Miracle Rupture,0.0,1.0,40,52.0
Miracle Stone,0.0,1.0,40,52.0
Miracle Synchro Fusion,0.0,1.0,50,62.0
Miracle's Wake,0.0,1.0,30,42.0
Miraculous Descent,0.0,1.0,40,52.0
Miraculous Rebirth,0.0,1.0,20,32.0
Mirage Dragon,1600.0,4.0,0,19.0
Mirage Knight,2800.0,8.0,50,79.5
Mirage of Nightmare,0.0,1.0,10,22.0
Mirage Token,0.0,1.0,30,42.0
Mirage Tube,0.0,1.0,20,32.0
Mirror Force,0.0,1.0,10,22.0
Mirror Force Dragon,2800.0,8.0,30,59.5
Mirror Force Launcher,0.0,1.0,20,32.0
Mirror Gate,0.0,1.0,0,12.0
Mirror Ladybug,100.0,1.0,30,43.0
Mirror Mail,0.0,1.0,0,12.0
Mirror of Oaths,0.0,1.0,50,62.0
Mirror of the Ice Barrier,0.0,1.0,0,12.0
Mirror of Yata,0.0,1.0,10,22.0
Mirror Resonator,0.0,1.0,30,42.0
Mirror Swordknight,1900.0,4.0,60,82.0
Mirror Wall,0.0,1.0,10,22.0
Mirrorjade the Iceblade Dragon,3000.0,8.0,60,91.5
Misairuzame,1400.0,5.0,0,16.4
Miscellaneousaurus,1800.0,4.0,60,81.0
Mischief of the Gnomes,0.0,1.0,30,42.0
Mischief of the Time Goddess,0.0,1.0,0,12.0
Mischief of the Yokai,0.0,1.0,-10,2.0
Misfortune,0.0,1.0,20,32.0
MiSolfachord Eliteia,1100.0,3.0,20,35.0
Mispolymerization,0.0,1.0,20,32.0
Missing Force,1500.0,4.0,20,38.0
Missus Radiant,1400.0,1.0,20,46.0
Mist Archfiend,2400.0,5.0,30,56.4
Mist Bird Clausolas,0.0,3.0,0,4.0
Mist Body,0.0,1.0,10,22.0
Mist Condor,1400.0,4.0,20,37.0
Mist Valley Apex Avian,2700.0,7.0,10,38.714285714285715
Mist Valley Baby Roc,400.0,2.0,20,30.0
Mist Valley Executor,2100.0,5.0,20,43.4
Mist Valley Falcon,2000.0,4.0,0,23.0
Mist Valley Shaman,1200.0,3.0,20,36.0
Mist Valley Soldier,1700.0,4.0,10,30.0
Mist Valley Thunder Lord,2600.0,7.0,20,47.714285714285715
Mist Valley Thunderbird,1100.0,3.0,20,35.0
Mist Valley Watcher,1500.0,4.0,0,18.0
Mist Valley Windmaster,400.0,2.0,0,10.0
Mist Wurm,2500.0,9.0,20,46.33333333333333
Mistake,0.0,1.0,20,32.0
Mistaken Accusation,0.0,1.0,0,12.0
Mistaken Arrest,0.0,1.0,20,32.0
Mistar Boy,1400.0,1.0,20,46.0
Mithra the Thunder Vassal,800.0,2.0,40,54.0
Mitsu the Insect Ninja,200.0,2.0,20,28.0
Mixeroid,0.0,4.0,60,63.0
Moai Interceptor Cannons,1100.0,4.0,0,14.0
Mobius the Frost Monarch,2400.0,6.0,30,56.0
Mobius the Mega Monarch,2800.0,8.0,30,59.5
Mogmole,800.0,2.0,30,44.0
"Moissa Knight, the Comet General",100.0,1.0,60,73.0
Moisture Creature,2800.0,9.0,30,59.33333333333333
Moja,100.0,1.0,10,23.0
Mokey Mokey,300.0,1.0,0,15.0
Mokey Mokey Adrift,300.0,1.0,10,25.0
Mokey Mokey King,300.0,6.0,20,25.0
Mokey Mokey Smackdown,0.0,1.0,10,22.0
Molten Behemoth,1000.0,5.0,0,12.4
Molten Conduction Field,0.0,1.0,20,32.0
Molten Destruction,0.0,1.0,10,22.0
Molten Whirlwind Wall,0.0,1.0,20,32.0
Molten Zombie,1600.0,4.0,40,59.0
Molting Escape,0.0,1.0,30,42.0
Mon Larvas,1300.0,4.0,0,16.0
Monk Fighter,1300.0,3.0,0,17.0
Monk of the Tenyi,1000.0,1.0,0,22.0
Mono Synchron,0.0,1.0,0,12.0
Monoceros,1000.0,3.0,20,34.0
Monster Assortment,0.0,1.0,20,32.0
Monster Egg,600.0,3.0,0,10.0
Monster Express,1500.0,4.0,20,38.0
Monster Eye,250.0,1.0,0,14.5
Monster Gate,0.0,1.0,20,32.0
Monster Rebirth,0.0,1.0,30,42.0
Monster Rebone,0.0,1.0,40,52.0
Monster Reborn,0.0,1.0,20,32.0
Monster Reborn Reborn,0.0,1.0,30,42.0
Monster Recovery,0.0,1.0,20,32.0
Monster Reincarnation,0.0,1.0,-10,2.0
Monster Slots,0.0,1.0,50,62.0
Monster Tamer,1800.0,5.0,0,20.4
Monstrous Bird,2000.0,6.0,0,22.0
Monsturtle,800.0,3.0,0,12.0
Montage Dragon,0.0,8.0,20,21.5
Moon Dance Ritual,0.0,1.0,10,22.0
Moon Dragon Quilla,2500.0,6.0,50,77.0
Moon Envoy,1100.0,4.0,0,14.0
Moon Mirror Shield,0.0,1.0,0,12.0
Moon Token,0.0,1.0,20,32.0
Moonlit Papillon,1200.0,4.0,40,55.0
Mooyan Curry,0.0,1.0,20,32.0
Morale Boost,0.0,1.0,0,12.0
Moray of Avarice,0.0,1.0,30,42.0
Moray of Greed,0.0,1.0,20,32.0
Mordschlag,0.0,1.0,10,22.0
"Morgan, the Enchantress of Avalon",1300.0,3.0,10,27.0
Morinphen,1550.0,5.0,0,17.9
Mormolith,1000.0,4.0,10,23.0
Morph King Stygi-Gel,100.0,1.0,40,53.0
"Morpheus, the Dream Mirror Black Knight",2800.0,8.0,50,79.5
"Morpheus, the Dream Mirror White Knight",1000.0,8.0,50,61.5
Morphing Jar,700.0,2.0,10,23.0
Morphing Jar #2,800.0,3.0,20,32.0
Morpho Butterspy,1200.0,4.0,-10,5.0
Morphtransition,0.0,1.0,0,12.0
Morphtronic Accelerator,0.0,1.0,30,42.0
Morphtronic Bind,0.0,1.0,0,12.0
Morphtronic Boarden,500.0,3.0,10,19.0
Morphtronic Boomboxen,1200.0,4.0,0,15.0
Morphtronic Cameran,800.0,2.0,30,44.0
Morphtronic Celfon,100.0,1.0,20,33.0
Morphtronic Clocken,600.0,2.0,40,52.0
Morphtronic Converter,0.0,1.0,40,52.0
Morphtronic Cord,0.0,1.0,10,22.0
Morphtronic Datatron,1200.0,3.0,20,36.0
Morphtronic Earfon,1200.0,4.0,20,35.0
Morphtronic Engine,0.0,1.0,10,22.0
Morphtronic Forcefield,0.0,1.0,30,42.0
Morphtronic Impact Return,0.0,1.0,30,42.0
Morphtronic Lantron,200.0,1.0,30,44.0
Morphtronic Magnen,800.0,3.0,0,12.0
Morphtronic Magnen Bar,100.0,1.0,20,33.0
Morphtronic Map,0.0,1.0,50,62.0
Morphtronic Mix-up,0.0,1.0,10,22.0
Morphtronic Monitron,0.0,1.0,20,32.0
Morphtronic Radion,1000.0,4.0,20,33.0
Morphtronic Remoten,300.0,3.0,30,37.0
Morphtronic Repair Unit,0.0,1.0,30,42.0
Morphtronic Rusty Engine,0.0,1.0,30,42.0
Morphtronic Scannen,1500.0,6.0,50,67.0
Morphtronic Scopen,800.0,3.0,30,42.0
Morphtronic Slingen,1200.0,4.0,10,25.0
Morphtronic Smartfon,100.0,1.0,30,43.0
Morphtronic Staplen,1400.0,4.0,0,17.0
Morphtronic Telefon,100.0,1.0,40,53.0
Morphtronic Vacuumen,0.0,1.0,20,32.0
Morphtronic Videon,1000.0,4.0,20,33.0
"Morphtronics, Scramble!",0.0,1.0,20,32.0
Mosaic Manticore,2800.0,8.0,20,49.5
Mother Grizzly,1400.0,4.0,50,67.0
Mother Spider,2300.0,6.0,20,45.0
Mother Spider Splitter,0.0,5.0,20,22.4
Motivating Captain,400.0,1.0,20,36.0
Motor Frenzy,2100.0,6.0,40,63.0
Motor Shell,1300.0,4.0,20,36.0
Moulinglacia the Elemental Lord,2800.0,8.0,10,39.5
Mound of the Bound Creator,0.0,1.0,30,42.0
Mount Sylvania,0.0,1.0,20,32.0
Mountain,0.0,1.0,20,32.0
Mountain Warrior,600.0,3.0,0,10.0
Mozarta the Melodious Maestra,2600.0,8.0,20,47.5
Mr. Volcano,2100.0,5.0,0,23.4
Ms. Judge,1800.0,4.0,0,21.0
Muckraker From the Underworld,1000.0,1.0,20,42.0
Mucus Yolk,0.0,3.0,20,24.0
Mudan the Rikka Fairy,1000.0,6.0,40,52.0
Muddy Mudragon,500.0,6.0,20,27.0
Mudora,1500.0,4.0,20,38.0
Mudora the Sword Oracle,1500.0,4.0,40,58.0
Mudragon of the Swamp,1900.0,4.0,0,22.0
Muka Muka,600.0,2.0,20,32.0
Muko,0.0,1.0,10,22.0
Multi Token,1200.0,4.0,20,35.0
Multiple Destruction,0.0,1.0,10,22.0
Multiple Piece Golem,2600.0,7.0,20,47.714285714285715
Multiplication of Ants,0.0,1.0,20,32.0
Multiply,0.0,1.0,20,32.0
Munin the Runick Wings,0.0,3.0,70,74.0
Murmur of the Forest,0.0,1.0,0,12.0
Musakani Magatama,0.0,1.0,10,22.0
Muscle Medic,2200.0,4.0,20,45.0
Muse-A,850.0,3.0,0,12.5
Mushroom Man,800.0,2.0,0,14.0
Mushroom Man #2,1250.0,3.0,-10,6.5
Musical Sumo Dice Games,600.0,6.0,0,8.0
Musician King,1750.0,5.0,0,19.9
Mustering of the Dark Scorpions,0.0,1.0,20,32.0
"Musto, Oracle of Gusto",1800.0,4.0,0,21.0
Mutant Mindmaster,0.0,6.0,0,2.0
Mutually Affured Destruction,0.0,1.0,0,12.0
Muzurhythm the String Djinn,1500.0,3.0,0,19.0
My Body as a Shield,0.0,1.0,10,22.0
My Friend Purrely,0.0,1.0,20,32.0
Mysterion the Dragon Crown,3000.0,8.0,20,51.5
Mysterious Guard,800.0,3.0,0,12.0
Mysterious Puppeteer,1000.0,4.0,20,33.0
Mysterious Triangle,0.0,1.0,50,62.0
Mystery Hand,500.0,2.0,0,11.0
Mystery Shell Dragon,2000.0,4.0,0,23.0
Mystic Box,0.0,1.0,10,22.0
Mystic Clown,1500.0,4.0,0,18.0
Mystic Horseman,1300.0,4.0,0,16.0
Mystic Lamp,400.0,1.0,0,16.0
Mystic Macrocarpa Seed,500.0,3.0,20,29.0
Mystic Mine,0.0,1.0,10,22.0
Mystic Piper,0.0,1.0,20,32.0
Mystic Plasma Zone,0.0,1.0,0,12.0
Mystic Potato,1400.0,4.0,50,67.0
Mystic Probe,0.0,1.0,0,12.0
Mystic Swordsman LV2,900.0,2.0,30,45.0
Mystic Swordsman LV4,1900.0,4.0,30,52.0
Mystic Swordsman LV6,2300.0,6.0,30,55.0
Mystic Tomato,1400.0,4.0,50,67.0
Mystical Beast of Serket,2500.0,6.0,40,67.0
Mystical Capture Chain,700.0,2.0,0,13.0
Mystical Cards of Light,0.0,1.0,20,32.0
Mystical Elf,800.0,4.0,0,11.0
Mystical Elf - White Lightning,800.0,4.0,20,31.0
Mystical Fairy Elfuria,1500.0,3.0,20,39.0
Mystical Knight of Jackal,2700.0,7.0,10,38.714285714285715
Mystical Moon,0.0,1.0,20,32.0
Mystical Refpanel,0.0,1.0,0,12.0
Mystical Sand,2100.0,6.0,0,23.0
Mystical Sheep #1,1150.0,3.0,0,15.5
Mystical Sheep #2,800.0,3.0,0,12.0
Mystical Shine Ball,500.0,2.0,0,11.0
Mystical Space Typhoon,0.0,1.0,10,22.0
Mystical Wind Typhoon,0.0,1.0,10,22.0
Mystik Wok,0.0,1.0,20,32.0
Mystrick Hulder,1500.0,5.0,10,27.4
Mythic Depths,0.0,1.0,10,22.0
Mythic Tree Dragon,100.0,4.0,0,4.0
Mythic Water Dragon,1000.0,8.0,20,31.5
Mythical Beast Bashilisk,1800.0,4.0,30,51.0
Mythical Beast Cerberus,1400.0,4.0,20,37.0
Mythical Beast Garuda,1200.0,4.0,30,45.0
Mythical Beast Jackal,0.0,1.0,50,62.0
Mythical Beast Jackal King,2400.0,6.0,30,56.0
Mythical Beast Master Cerberus,2800.0,8.0,60,89.5
Mythical Beast Medusa,1500.0,4.0,30,48.0
Mythical Bestiamorph,0.0,1.0,20,32.0
Mythical Bestiary,0.0,1.0,50,62.0
Mythical Institution,0.0,1.0,30,42.0
Myutant Arsenal,3000.0,8.0,40,71.5
Myutant Beast,2400.0,8.0,40,65.5
Myutant Blast,0.0,1.0,30,42.0
Myutant Clash,0.0,1.0,40,52.0
Myutant Cry,0.0,1.0,30,42.0
Myutant Evolution Lab,0.0,1.0,70,82.0
Myutant Expansion,0.0,1.0,60,72.0
Myutant Fusion,0.0,1.0,50,62.0
Myutant GB-88,500.0,4.0,30,38.0
Myutant M-05,0.0,2.0,50,56.0
Myutant Mist,2700.0,8.0,60,88.5
Myutant Mutant,0.0,1.0,20,32.0
Myutant ST-46,500.0,3.0,50,59.0
Myutant Synthesis,2500.0,9.0,40,66.33333333333333
Myutant Ultimus,3500.0,10.0,40,76.2
N.As.H. Knight,1700.0,5.0,10,29.4
Nadir Servant,0.0,1.0,40,52.0
Naelshaddoll Ariel,1000.0,4.0,30,43.0
Nagel's Protection,0.0,1.0,50,62.0
"Naglfar, Generaider Boss of Fire",3100.0,9.0,10,42.333333333333336
Nanana,0.0,1.0,20,32.0
Nanobreaker,1600.0,4.0,10,29.0
Narrow Pass,0.0,1.0,20,32.0
Natural Disaster,0.0,1.0,30,42.0
Natural Tune,0.0,1.0,0,12.0
Nature's Reflection,0.0,1.0,20,32.0
Naturia Antjaw,400.0,2.0,40,50.0
Naturia Bamboo Shoot,2000.0,5.0,20,42.4
Naturia Barkion,2500.0,6.0,20,47.0
Naturia Beans,100.0,2.0,30,37.0
Naturia Beast,2200.0,5.0,10,34.4
Naturia Beetle,400.0,4.0,0,7.0
Naturia Blessing,0.0,1.0,20,32.0
Naturia Butterfly,500.0,3.0,0,9.0
Naturia Camellia,1400.0,4.0,40,57.0
Naturia Cherries,200.0,1.0,50,64.0
Naturia Cliff,1500.0,4.0,40,58.0
Naturia Cosmobeet,1000.0,2.0,20,36.0
Naturia Dragonfly,1200.0,4.0,30,45.0
Naturia Eggplant,1000.0,2.0,0,16.0
Naturia Exterio,2800.0,10.0,30,59.2
Naturia Forest,0.0,1.0,20,32.0
Naturia Fruitfly,800.0,3.0,-10,2.0
Naturia Gaiastrio,3200.0,10.0,10,43.2
Naturia Guardian,1600.0,4.0,40,59.0
Naturia Horneedle,1800.0,4.0,30,51.0
Naturia Hydrangea,1900.0,5.0,20,41.4
Naturia Ladybug,100.0,1.0,40,53.0
Naturia Landoise,2350.0,7.0,10,35.214285714285715
Naturia Leodrake,3000.0,9.0,0,31.333333333333332
Naturia Mantis,1700.0,4.0,30,50.0
Naturia Marron,1200.0,3.0,60,76.0
Naturia Mole Cricket,0.0,1.0,40,52.0
Naturia Mosquito,200.0,1.0,0,14.0
Naturia Pineapple,100.0,2.0,20,27.0
Naturia Pumpkin,1400.0,4.0,20,37.0
Naturia Ragweed,1200.0,3.0,20,36.0
Naturia Rock,1200.0,3.0,20,36.0
Naturia Rosewhip,400.0,3.0,0,8.0
Naturia Sacred Tree,0.0,1.0,40,52.0
Naturia Spiderfang,2100.0,4.0,0,24.0
Naturia Stag Beetle,2200.0,6.0,20,44.0
Naturia Stinkbug,200.0,3.0,0,6.0
Naturia Strawberry,1600.0,4.0,40,59.0
Naturia Sunflower,500.0,2.0,10,21.0
Naturia Tulip,600.0,2.0,20,32.0
Naturia Vein,200.0,1.0,10,24.0
Naturia White Oak,1800.0,4.0,50,71.0
"Nauya, the Ogdoadic Remnant",0.0,4.0,40,43.0
Navy Dragon Mech,2700.0,9.0,30,58.33333333333333
Nazuki the Vaylantz Ninja,1800.0,6.0,20,40.0
Nebula Dragon,2000.0,8.0,30,51.5
Neck Hunter,1750.0,6.0,0,19.5
Necklace of Command,0.0,1.0,20,32.0
Necro Defender,0.0,2.0,10,16.0
Necro Fleur,0.0,1.0,50,62.0
Necro Fusion,0.0,1.0,30,42.0
Necro Gardna,600.0,3.0,10,20.0
Necro Linker,600.0,2.0,20,32.0
Necro Synchron,200.0,2.0,40,48.0
Necroface,1200.0,4.0,50,65.0
Necroid Synchro,0.0,1.0,30,42.0
Necrolancer the Time-lord,800.0,3.0,0,12.0
Necroquip Prism,0.0,1.0,40,52.0
Necrovalley,0.0,1.0,30,42.0
Necrovalley Temple,0.0,1.0,20,32.0
Necrovalley Throne,0.0,1.0,40,52.0
Necroworld Banshee,1800.0,4.0,20,41.0
Needle Ball,750.0,2.0,20,33.5
Needle Burrower,1700.0,5.0,30,49.4
Needle Ceiling,0.0,1.0,10,22.0
Needle Soldier,100.0,1.0,20,33.0
Needle Sunfish,1500.0,3.0,-10,9.0
Needle Token,500.0,1.0,20,37.0
Needle Wall,0.0,1.0,30,42.0
Needle Worm,750.0,2.0,0,13.5
Needlebug Nest,0.0,1.0,0,12.0
Nefarious Archfiend Eater of Nefariousness,1500.0,4.0,30,48.0
"Neferabyss, the Ogdoadic Overlord",2200.0,10.0,20,43.2
Nega-Ton Corepanel,0.0,1.0,10,22.0
Negate Attack,0.0,1.0,0,12.0
Nehshaddoll Genius,1800.0,4.0,0,21.0
"Neiroy, the Dream Mirror Disciple",1000.0,3.0,40,54.0
"Neiroy, the Dream Mirror Traitor",1000.0,3.0,40,54.0
Neko Mane King,0.0,1.0,0,12.0
Nekogal #1,1100.0,3.0,0,15.0
Nekogal #2,1900.0,6.0,0,21.0
Nekroz Cycle,0.0,1.0,50,62.0
Nekroz Kaleidoscope,0.0,1.0,50,62.0
Nekroz Mirror,0.0,1.0,50,62.0
Nekroz of Areadbhair,3300.0,10.0,40,74.2
Nekroz of Brionac,2300.0,6.0,30,55.0
Nekroz of Catastor,2200.0,5.0,20,44.4
Nekroz of Clausolas,1200.0,3.0,30,46.0
Nekroz of Decisive Armor,3300.0,10.0,50,84.2
Nekroz of Gungnir,2500.0,7.0,20,46.714285714285715
Nekroz of Sophia,3600.0,11.0,20,57.09090909090909
Nekroz of Trishula,2700.0,9.0,20,48.33333333333333
Nekroz of Unicore,2300.0,4.0,10,36.0
Nekroz of Valkyrus,2900.0,8.0,40,70.5
Nemeses Adrastea,0.0,1.0,30,42.0
Nemeses Corridor,1900.0,4.0,30,52.0
Nemeses Flag,1100.0,2.0,50,67.0
Nemeses Keystone,700.0,1.0,30,49.0
Nemeses Umbrella,1500.0,3.0,30,49.0
Nemleria Dream Defender - Couette,2000.0,10.0,30,51.2
Nemleria Dream Defender - Oreiller,2500.0,10.0,50,76.2
Nemleria Dream Devourer - Reveil,2500.0,10.0,50,76.2
Nemleria Louve,0.0,1.0,20,32.0
Nemleria Repette,0.0,1.0,10,22.0
Nemuriko,800.0,3.0,0,12.0
Neo Aqua Madoor,1200.0,6.0,0,14.0
Neo Blue-Eyes Ultimate Dragon,4500.0,12.0,60,106.0
Neo Bug,1800.0,4.0,0,21.0
Neo Flamvell Garuda,1200.0,3.0,0,16.0
Neo Flamvell Hedgehog,800.0,3.0,10,22.0
Neo Flamvell Lady,1600.0,4.0,30,49.0
Neo Flamvell Origin,500.0,2.0,20,31.0
Neo Flamvell Sabre,1500.0,4.0,10,28.0
Neo Flamvell Shaman,1700.0,3.0,30,51.0
Neo Galaxy-Eyes Cipher Dragon,4500.0,9.0,20,66.33333333333334
Neo Galaxy-Eyes Photon Dragon,4500.0,8.0,40,86.5
Neo Kaiser Glider,2400.0,6.0,0,26.0
Neo Space,0.0,1.0,20,32.0
Neo Space Connector,800.0,4.0,20,31.0
Neo Space Pathfinder,1800.0,4.0,10,31.0
